ensembl_gene_id,external_gene_name,chromosome_name,strand,start_position,end_position,gene_biotype,human_module,zebrafish_module,description
ENSDARG00000021982,sh3bp2,10,1,15263503,15286449,protein_coding,pink,brown,SH3-domain binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-091204-268]
ENSDARG00000090481,tusc5a,15,-1,24909880,24934561,protein_coding,red,lightcyan,tumor suppressor candidate 5a [Source:ZFIN;Acc:ZDB-GENE-131121-306]
ENSDARG00000059836,ddit3,6,1,58921658,58924855,protein_coding,brown,green,DNA-damage-inducible transcript 3 [Source:ZFIN;Acc:ZDB-GENE-070410-90]
ENSDARG00000013711,PLIN3,8,-1,19240444,19250439,protein_coding,blue,royalblue,zgc:77486 [Source:ZFIN;Acc:ZDB-GENE-040426-2056]
ENSDARG00000088238,kansl1b,3,1,21926561,22024984,protein_coding,green,grey,NA
ENSDARG00000067606,rsph4a,5,1,61256480,61268123,protein_coding,brown,greenyellow,radial spoke head 4 homolog A (Chlamydomonas) [Source:ZFIN;Acc:ZDB-GENE-030131-7437]
ENSDARG00000102331,CABZ01076250.1,KN150208.1,1,11285,28436,protein_coding,red,yellow,
ENSDARG00000074170,fbxo4,8,-1,31636799,31691925,protein_coding,magenta,brown,NA
ENSDARG00000098420,SNTA1,6,1,57743798,57789444,protein_coding,grey,magenta,syntrophin alpha 1 [Source:HGNC Symbol;Acc:HGNC:11167]
ENSDARG00000101098,LAMP5,KN150051.1,-1,86,1598,protein_coding,turquoise,lightcyan,lysosomal associated membrane protein family member 5 [Source:HGNC Symbol;Acc:HGNC:16097]
ENSDARG00000068156,chchd7,7,-1,58418161,58427454,protein_coding,turquoise,black,coiled-coil-helix-coiled-coil-helix domain containing 7 [Source:ZFIN;Acc:ZDB-GENE-080204-55]
ENSDARG00000023237,syne3,17,1,15891106,15958813,protein_coding,blue,grey,"spectrin repeat containing, nuclear envelope family member 3 [Source:ZFIN;Acc:ZDB-GENE-070209-271]"
ENSDARG00000074721,rassf9,18,-1,16325326,16337792,protein_coding,brown,greenyellow,Ras association (RalGDS/AF-6) domain family (N-terminal) member 9 [Source:ZFIN;Acc:ZDB-GENE-091204-470]
ENSDARG00000063451,ccdc13,2,1,1838901,1864725,protein_coding,black,greenyellow,NA
ENSDARG00000033170,sult2st1,12,-1,624354,640031,protein_coding,grey,darkgrey,"sulfotransferase family 2, cytosolic sulfotransferase 1 [Source:ZFIN;Acc:ZDB-GENE-030219-114]"
ENSDARG00000014849,pih1d2,15,-1,18221643,18226625,protein_coding,brown,salmon,PIH1 domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-041212-54]
ENSDARG00000099222,prpsap1,3,-1,59011021,59197155,protein_coding,black,salmon,phosphoribosyl pyrophosphate synthetase-associated protein 1 [Source:ZFIN;Acc:ZDB-GENE-040704-40]
ENSDARG00000089549,BAALC,20,-1,19680252,19690795,protein_coding,turquoise,grey,si:ch211-101l18.9 [Source:ZFIN;Acc:ZDB-GENE-030131-7983]
ENSDARG00000100052,CCK (1 of many),KN150698.1,1,1656,8433,protein_coding,turquoise,skyblue,cholecystokinin [Source:HGNC Symbol;Acc:HGNC:1569]
ENSDARG00000079161,bsnb,11,-1,37164488,37322088,protein_coding,turquoise,grey,bassoon (presynaptic cytomatrix protein) b [Source:ZFIN;Acc:ZDB-GENE-120628-1]
ENSDARG00000077474,pla2r1,11,1,11038043,11127442,protein_coding,turquoise,purple,NA
ENSDARG00000044056,ahi1,17,-1,8072690,8111228,protein_coding,turquoise,purple,Abelson helper integration site 1 [Source:ZFIN;Acc:ZDB-GENE-060803-1]
ENSDARG00000025174,HABP4,21,1,20360222,20366050,protein_coding,turquoise,grey,zgc:103482 [Source:ZFIN;Acc:ZDB-GENE-041010-115]
ENSDARG00000074750,qser1,18,1,45680536,45701025,protein_coding,purple,grey,glutamine and serine rich 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2978]
ENSDARG00000074807,tbrg4,16,-1,27725383,27743307,protein_coding,turquoise,darkgrey,transforming growth factor beta regulator 4 [Source:ZFIN;Acc:ZDB-GENE-091020-8]
ENSDARG00000060106,crb2a,21,-1,8386235,8420653,protein_coding,brown,pink,NA
ENSDARG00000071074,rccd1,25,1,3091675,3098925,protein_coding,turquoise,blue,RCC1 domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-030131-3552]
ENSDARG00000079824,ninj2,4,1,8159885,8200025,protein_coding,blue,grey,ninjurin 2 [Source:ZFIN;Acc:ZDB-GENE-100422-19]
ENSDARG00000037713,pcnp,1,1,6873532,6877788,protein_coding,turquoise,darkred,PEST proteolytic signal containing nuclear protein [Source:ZFIN;Acc:ZDB-GENE-041010-130]
ENSDARG00000100897,PDGFRB,KN150207.1,1,85481,117390,protein_coding,red,tan,platelet derived growth factor receptor beta [Source:HGNC Symbol;Acc:HGNC:8804]
ENSDARG00000098518,CABZ01056638.1,KN149858.1,1,12733,16973,protein_coding,yellow,grey,NA
ENSDARG00000062390,cdc42ep5,16,-1,13985747,13991036,protein_coding,grey,grey,CDC42 effector protein (Rho GTPase binding) 5 [Source:ZFIN;Acc:ZDB-GENE-030131-5813]
ENSDARG00000037262,cdkn2a/b,1,-1,25435339,25437374,protein_coding,brown,grey,NA
ENSDARG00000062199,GSE1,25,1,21919634,21998289,protein_coding,turquoise,grey,si:dkey-217l24.1 [Source:ZFIN;Acc:ZDB-GENE-131121-4]
ENSDARG00000020788,sla2,23,-1,15052144,15074550,protein_coding,grey,turquoise,NA
ENSDARG00000041546,gypc,9,1,23854908,23907745,protein_coding,brown,grey,NA
ENSDARG00000007271,mynn,24,1,26183746,26199317,protein_coding,magenta,blue,myoneurin [Source:ZFIN;Acc:ZDB-GENE-030131-5378]
ENSDARG00000095339,si:dkeyp-44a8.4,14,-1,6322136,6420990,protein_coding,turquoise,red,si:dkeyp-44a8.4 [Source:ZFIN;Acc:ZDB-GENE-070705-543]
ENSDARG00000041407,rmdn3,20,-1,46538562,46563560,protein_coding,yellow,grey,regulator of microtubule dynamics 3 [Source:ZFIN;Acc:ZDB-GENE-041014-256]
ENSDARG00000016532,suco,20,-1,14788407,14885924,protein_coding,magenta,yellow,SUN domain containing ossification factor [Source:ZFIN;Acc:ZDB-GENE-030131-2941]
ENSDARG00000015221,nsrp1,21,-1,40378955,40389638,protein_coding,green,turquoise,nuclear speckle splicing regulatory protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2646]
ENSDARG00000059048,mpzl1l,10,1,213878,223885,protein_coding,red,blue,myelin protein zero-like 1 like [Source:ZFIN;Acc:ZDB-GENE-050417-455]
ENSDARG00000101623,znf992,4,-1,35994749,36120033,protein_coding,tan,blue,zinc finger protein 992 [Source:ZFIN;Acc:ZDB-GENE-110913-92]
ENSDARG00000086616,cabz01093075.1,16,-1,8816846,8824786,protein_coding,greenyellow,turquoise,cabz01093075.1 [Source:ZFIN;Acc:ZDB-GENE-160113-9]
ENSDARG00000053939,tgfa,6,1,40994873,41011845,protein_coding,blue,turquoise,"transforming growth factor, alpha [Source:ZFIN;Acc:ZDB-GENE-040724-208]"
ENSDARG00000103139,HRH4 (1 of many),22,1,3027310,3060932,protein_coding,black,darkorange,histamine receptor H4 [Source:HGNC Symbol;Acc:HGNC:17383]
ENSDARG00000103341,si:ch211-110e21.4,3,1,59753683,59765397,protein_coding,purple,grey60,si:ch211-110e21.4 [Source:ZFIN;Acc:ZDB-GENE-131126-43]
ENSDARG00000039325,pmepa1,6,-1,59814875,60109705,protein_coding,turquoise,greenyellow,NA
ENSDARG00000056510,gstk1,16,-1,32055173,32059899,protein_coding,grey,royalblue,glutathione S-transferase kappa 1 [Source:ZFIN;Acc:ZDB-GENE-040718-298]
ENSDARG00000079310,st3gal1l,19,1,4883582,4897274,protein_coding,turquoise,grey,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1, like [Source:ZFIN;Acc:ZDB-GENE-060321-2]"
ENSDARG00000058940,si:ch211-248e11.2,8,-1,11505147,11512568,protein_coding,turquoise,grey,si:ch211-248e11.2 [Source:ZFIN;Acc:ZDB-GENE-081104-197]
ENSDARG00000079238,trim59,15,-1,1609447,1619228,protein_coding,blue,grey,tripartite motif containing 59 [Source:ZFIN;Acc:ZDB-GENE-060724-2]
ENSDARG00000102176,pla1a,9,1,21404071,21415263,polymorphic_pseudogene,brown,grey,NA
ENSDARG00000073962,ccdc32,17,1,31204798,31212008,protein_coding,turquoise,black,coiled-coil domain containing 32 [Source:ZFIN;Acc:ZDB-GENE-131127-581]
ENSDARG00000010519,per3,11,1,39694894,39756935,protein_coding,tan,yellow,NA
ENSDARG00000098792,CABZ01084935.1,16,-1,53931807,53978315,protein_coding,brown,yellow,NA
ENSDARG00000023916,phactr1,20,1,52969202,53002470,protein_coding,turquoise,grey,phosphatase and actin regulator 1 [Source:ZFIN;Acc:ZDB-GENE-101230-3]
ENSDARG00000091603,CABZ01066696.1,6,1,143538,152376,protein_coding,brown,greenyellow,NA
ENSDARG00000003290,dab1b,2,-1,2409917,2456857,protein_coding,turquoise,yellow,"Dab, reelin signal transducer, homolog 1b (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-060421-7958]"
ENSDARG00000042627,nhsl1b,20,1,30822700,30987041,protein_coding,brown,magenta,NHS-like 1b [Source:ZFIN;Acc:ZDB-GENE-040910-1]
ENSDARG00000039579,cfd,13,1,13550689,13553342,protein_coding,brown,red,complement factor D (adipsin) [Source:ZFIN;Acc:ZDB-GENE-050522-411]
ENSDARG00000037286,DCHS2,1,-1,24902197,24958088,protein_coding,turquoise,brown,si:dkey-30k22.7 [Source:ZFIN;Acc:ZDB-GENE-090313-302]
ENSDARG00000079591,SSH3,14,1,35124680,35156224,protein_coding,blue,grey,si:ch211-203d1.3 [Source:ZFIN;Acc:ZDB-GENE-160113-15]
ENSDARG00000017798,bcor,22,1,11114471,11170556,protein_coding,blue,magenta,BCL6 corepressor [Source:ZFIN;Acc:ZDB-GENE-040408-1]
ENSDARG00000089172,PTPRM,2,1,58864898,58935415,protein_coding,turquoise,darkorange,si:ch1073-391i24.1 [Source:ZFIN;Acc:ZDB-GENE-110408-69]
ENSDARG00000104500,fyco1a,23,1,40071028,40150499,protein_coding,blue,green,FYVE and coiled-coil domain containing 1a [Source:ZFIN;Acc:ZDB-GENE-110411-276]
ENSDARG00000029179,foxd1,5,1,34397610,34399400,protein_coding,red,turquoise,NA
ENSDARG00000038429,csrnp1b,24,-1,19563190,19574821,protein_coding,pink,greenyellow,NA
ENSDARG00000023678,ercc5,1,-1,478906,499101,protein_coding,grey,blue,excision repair cross-complementation group 5 [Source:ZFIN;Acc:ZDB-GENE-050327-28]
ENSDARG00000016771,tfa,2,1,17112044,17123598,protein_coding,blue,red,transferrin-a [Source:ZFIN;Acc:ZDB-GENE-980526-35]
ENSDARG00000105000,c2cd2,10,-1,33361919,33399320,protein_coding,brown,green,C2 calcium-dependent domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-110728-1]
ENSDARG00000098686,tmprss2,10,1,38764432,38786259,protein_coding,red,green,"transmembrane protease, serine 2 [Source:ZFIN;Acc:ZDB-GENE-041212-48]"
ENSDARG00000062370,bcl2l13,18,-1,20592619,20619234,protein_coding,turquoise,turquoise,BCL2-like 13 (apoptosis facilitator) [Source:ZFIN;Acc:ZDB-GENE-050419-215]
ENSDARG00000090818,CACFD1,21,-1,5842172,5852723,protein_coding,black,black,si:ch73-209e20.5 [Source:ZFIN;Acc:ZDB-GENE-120215-178]
ENSDARG00000074469,amigo3,22,1,34454251,34488269,protein_coding,grey,green,adhesion molecule with Ig-like domain 3 [Source:ZFIN;Acc:ZDB-GENE-050208-449]
ENSDARG00000061798,arhgap27l,3,1,22246764,22291387,protein_coding,grey,brown,NA
ENSDARG00000102127,NHLRC3,10,-1,305708,310045,protein_coding,yellow,blue,NHL repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:33751]
ENSDARG00000026166,emilin1b,17,-1,12284905,12344030,protein_coding,brown,red,elastin microfibril interfacer 1b [Source:ZFIN;Acc:ZDB-GENE-060818-36]
ENSDARG00000079656,fam171a2b,24,-1,36925010,36938874,protein_coding,turquoise,turquoise,"family with sequence similarity 171, member A2b [Source:ZFIN;Acc:ZDB-GENE-161227-1]"
ENSDARG00000077926,si:dkey-48p11.3,4,-1,9050672,9054031,protein_coding,turquoise,grey,NA
ENSDARG00000103598,siva1,17,1,699767,709078,protein_coding,grey,grey,"SIVA1, apoptosis-inducing factor [Source:ZFIN;Acc:ZDB-GENE-050506-57]"
ENSDARG00000030641,letmd1,23,-1,32152515,32173575,protein_coding,yellow,blue,LETM1 domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-080723-8]
ENSDARG00000059906,sdc4,6,-1,52664768,52677301,protein_coding,grey,red,syndecan 4 [Source:ZFIN;Acc:ZDB-GENE-061111-1]
ENSDARG00000078285,pik3ap1,13,1,22963293,22998528,protein_coding,greenyellow,brown,phosphoinositide-3-kinase adaptor protein 1 [Source:ZFIN;Acc:ZDB-GENE-090313-250]
ENSDARG00000074812,fhdc1,1,-1,24708685,24747977,protein_coding,salmon,grey,FH2 domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-040826-4]
ENSDARG00000061215,fam149b1,17,-1,26571488,26586785,protein_coding,blue,pink,NA
ENSDARG00000103647,gpc5a,1,-1,2747370,2875195,protein_coding,turquoise,darkgreen,glypican 5a [Source:ZFIN;Acc:ZDB-GENE-140106-260]
ENSDARG00000039392,wnk1b,4,-1,8034070,8146942,protein_coding,blue,magenta,WNK lysine deficient protein kinase 1b [Source:ZFIN;Acc:ZDB-GENE-030131-2656]
ENSDARG00000104172,diabloa,15,1,14918644,14922167,protein_coding,yellow,black,"diablo, IAP-binding mitochondrial protein a [Source:ZFIN;Acc:ZDB-GENE-040426-1303]"
ENSDARG00000090194,lamtor5,8,1,24710981,24725151,protein_coding,turquoise,black,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 5 [Source:ZFIN;Acc:ZDB-GENE-110411-193]"
ENSDARG00000098171,zgc:162193,15,-1,14197044,14276820,protein_coding,turquoise,skyblue,zgc:162193 [Source:ZFIN;Acc:ZDB-GENE-030131-2035]
ENSDARG00000061717,cytip,9,1,5321983,5332252,protein_coding,greenyellow,turquoise,cytohesin 1 interacting protein [Source:ZFIN;Acc:ZDB-GENE-140106-76]
ENSDARG00000102908,il16,7,1,11162425,11342228,protein_coding,brown,brown,interleukin 16 [Source:ZFIN;Acc:ZDB-GENE-130103-3]
ENSDARG00000088347,sp1,11,-1,19668,28747,protein_coding,blue,grey,sp1 transcription factor [Source:ZFIN;Acc:ZDB-GENE-030131-2829]
ENSDARG00000078114,cfp,8,-1,23654778,23681186,protein_coding,grey,grey,complement factor properdin [Source:ZFIN;Acc:ZDB-GENE-030131-9247]
ENSDARG00000088999,mettl4,7,-1,71335010,71343798,protein_coding,green,grey,methyltransferase like 4 [Source:ZFIN;Acc:ZDB-GENE-130129-2]
ENSDARG00000075733,zyx,16,-1,17394475,17439750,protein_coding,pink,red,NA
ENSDARG00000077828,slc29a3,13,-1,4940966,4950925,protein_coding,green,blue,"solute carrier family 29 (equilibrative nucleoside transporter), member 3 [Source:ZFIN;Acc:ZDB-GENE-081107-66]"
ENSDARG00000100290,SPHK1,KN149912.1,1,29957,49714,protein_coding,pink,green,sphingosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11240]
ENSDARG00000015025,nadl1.1,23,-1,584289,624554,protein_coding,turquoise,magenta,neural adhesion molecule L1.1 [Source:ZFIN;Acc:ZDB-GENE-980526-512]
ENSDARG00000017320,f11r.1,5,1,29231042,29248626,protein_coding,red,red,"F11 receptor, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2416]"
ENSDARG00000090427,EFNA4,16,-1,22979187,23071731,protein_coding,black,darkgreen,si:dkey-246i14.3 [Source:ZFIN;Acc:ZDB-GENE-100922-64]
ENSDARG00000099266,vasna,22,1,25795044,25826048,protein_coding,pink,tan,vasorin a [Source:ZFIN;Acc:ZDB-GENE-050522-43]
ENSDARG00000021806,zfp36l2,12,-1,25285279,25288668,protein_coding,pink,orange,"zinc finger protein 36, C3H type-like 2 [Source:ZFIN;Acc:ZDB-GENE-030131-5873]"
ENSDARG00000060112,sybu,16,1,39196777,39218267,protein_coding,turquoise,salmon,syntabulin (syntaxin-interacting) [Source:ZFIN;Acc:ZDB-GENE-060929-1202]
ENSDARG00000041569,ces2,18,-1,17419404,17426543,protein_coding,turquoise,grey,NA
ENSDARG00000089207,ankrd27,25,1,35855302,35879526,protein_coding,red,midnightblue,NA
ENSDARG00000092260,si:ch73-290k24.6,23,1,45803737,45813729,protein_coding,blue,grey,si:ch73-290k24.6 [Source:ZFIN;Acc:ZDB-GENE-110411-49]
ENSDARG00000057679,sh2b1,3,1,15208659,15242670,protein_coding,turquoise,green,SH2B adaptor protein 1 [Source:ZFIN;Acc:ZDB-GENE-070209-188]
ENSDARG00000010408,igsf9b,8,-1,4797695,4904043,protein_coding,grey,grey,"immunoglobulin superfamily, member 9b [Source:ZFIN;Acc:ZDB-GENE-060810-28]"
ENSDARG00000102185,PCDH8,9,1,54166770,54183271,protein_coding,turquoise,cyan,si:ch211-199f5.1 [Source:ZFIN;Acc:ZDB-GENE-120215-215]
ENSDARG00000078119,sh3bp1,12,1,19086464,19111123,protein_coding,brown,brown,SH3-domain binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-121128-2]
ENSDARG00000077013,znf280d,7,1,52437737,52476493,protein_coding,grey,green,zinc finger protein 280D [Source:ZFIN;Acc:ZDB-GENE-030131-2260]
ENSDARG00000074602,mrvi1,7,1,66515518,66583487,protein_coding,turquoise,grey,NA
ENSDARG00000007344,tcap,3,-1,21110046,21111912,protein_coding,black,red,titin-cap (telethonin) [Source:ZFIN;Acc:ZDB-GENE-070501-5]
ENSDARG00000104818,si:ch211-93f2.1,25,-1,29919797,29941612,protein_coding,grey,grey,NA
ENSDARG00000060697,kmt2bb,15,-1,37555424,37642254,protein_coding,purple,magenta,lysine (K)-specific methyltransferase 2Bb [Source:ZFIN;Acc:ZDB-GENE-080521-1]
ENSDARG00000040085,ccsapb,13,1,24156643,24163653,protein_coding,turquoise,green,"centriole, cilia and spindle-associated protein b [Source:ZFIN;Acc:ZDB-GENE-081107-51]"
ENSDARG00000036903,irak1bp1,23,1,31318864,31322421,protein_coding,grey,black,interleukin-1 receptor-associated kinase 1 binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-050522-272]
ENSDARG00000074441,gp1bb,8,-1,4519426,4529990,protein_coding,turquoise,grey,"glycoprotein Ib (platelet), beta polypeptide [Source:ZFIN;Acc:ZDB-GENE-081104-406]"
ENSDARG00000057681,si:ch211-266o15.1,17,-1,14723223,14772645,protein_coding,turquoise,turquoise,si:ch211-266o15.1 [Source:ZFIN;Acc:ZDB-GENE-131127-116]
ENSDARG00000039459,qsox1,8,-1,14465905,14517080,protein_coding,turquoise,tan,quiescin Q6 sulfhydryl oxidase 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7019]
ENSDARG00000088145,atg4db,3,-1,6806548,6833464,protein_coding,turquoise,turquoise,NA
ENSDARG00000007523,kmt2e,4,-1,22703476,22751678,protein_coding,purple,magenta,lysine (K)-specific methyltransferase 2E [Source:ZFIN;Acc:ZDB-GENE-030131-4120]
ENSDARG00000056378,ifi30,2,1,25106933,25111836,protein_coding,pink,brown,NA
ENSDARG00000077513,ppp1r3da,23,1,12225930,12227784,protein_coding,grey,grey,"protein phosphatase 1, regulatory subunit 3Da [Source:ZFIN;Acc:ZDB-GENE-080204-75]"
ENSDARG00000043843,akap7,20,1,2402637,2462287,protein_coding,turquoise,blue,A kinase (PRKA) anchor protein 7 [Source:ZFIN;Acc:ZDB-GENE-040724-128]
ENSDARG00000102221,HACD4,7,-1,18741561,18751237,protein_coding,brown,magenta,si:ch73-41h24.1 [Source:ZFIN;Acc:ZDB-GENE-030131-3627]
ENSDARG00000004954,grna,3,-1,29783585,29810515,protein_coding,greenyellow,brown,granulin a [Source:ZFIN;Acc:ZDB-GENE-030131-8434]
ENSDARG00000068562,rbm33a,7,-1,40620139,40679794,protein_coding,grey,grey60,NA
ENSDARG00000068971,mex3c,5,-1,6375795,6385002,protein_coding,green,magenta,mex-3 RNA binding family member C [Source:ZFIN;Acc:ZDB-GENE-130925-2]
ENSDARG00000008852,elp4,7,-1,15654245,15781885,protein_coding,brown,grey,elongator acetyltransferase complex subunit 4 [Source:ZFIN;Acc:ZDB-GENE-050417-114]
ENSDARG00000053179,cttnbp2nla,6,1,48207776,48243954,protein_coding,grey,grey,NA
ENSDARG00000075549,cdh5,7,1,44106370,44180006,protein_coding,grey,tan,cadherin 5 [Source:ZFIN;Acc:ZDB-GENE-040816-1]
ENSDARG00000069934,parp4,9,1,20672982,20690841,protein_coding,blue,grey,"poly (ADP-ribose) polymerase family, member 4 [Source:ZFIN;Acc:ZDB-GENE-070912-387]"
ENSDARG00000037555,atoh8,14,-1,9201277,9216350,protein_coding,brown,grey,NA
ENSDARG00000100133,lect1,9,1,54185533,54206826,protein_coding,grey,grey,leukocyte cell derived chemotaxin 1 [Source:ZFIN;Acc:ZDB-GENE-010713-1]
ENSDARG00000096271,march7,6,-1,11530114,11544643,protein_coding,turquoise,turquoise,NA
ENSDARG00000036043,znf408,7,1,38473666,38478939,protein_coding,blue,grey,NA
ENSDARG00000020397,snx15,7,-1,19701788,19714438,protein_coding,grey,blue,sorting nexin 15 [Source:ZFIN;Acc:ZDB-GENE-040426-1377]
ENSDARG00000060415,arhgef28,5,-1,34228553,34364677,protein_coding,turquoise,red,Rho guanine nucleotide exchange factor (GEF) 28 [Source:ZFIN;Acc:ZDB-GENE-060531-28]
ENSDARG00000079013,dpy19l3,7,1,47014228,47144181,protein_coding,blue,grey,dpy-19-like 3 (C. elegans) [Source:ZFIN;Acc:ZDB-GENE-100319-1]
ENSDARG00000058039,bhlhe22,24,1,24316167,24318172,protein_coding,turquoise,pink,"basic helix-loop-helix family, member e22 [Source:ZFIN;Acc:ZDB-GENE-040426-1411]"
ENSDARG00000069066,nufip2,15,1,30246230,30257039,protein_coding,black,greenyellow,NA
ENSDARG00000060695,znf346,21,1,37405593,37423314,protein_coding,turquoise,yellow,NA
ENSDARG00000056477,ccdc125,5,-1,25570455,25586979,protein_coding,green,grey,coiled-coil domain containing 125 [Source:ZFIN;Acc:ZDB-GENE-060526-104]
ENSDARG00000056024,eva1c,10,-1,33636306,33644450,protein_coding,purple,brown,eva-1 homolog C (C. elegans) [Source:ZFIN;Acc:ZDB-GENE-091204-329]
ENSDARG00000061848,col15a1b,2,-1,24281303,24357609,protein_coding,red,magenta,"collagen, type XV, alpha 1b [Source:ZFIN;Acc:ZDB-GENE-070912-689]"
ENSDARG00000027461,mettl26,3,1,17897036,17912043,protein_coding,turquoise,pink,methyltransferase like 26 [Source:ZFIN;Acc:ZDB-GENE-031118-200]
ENSDARG00000056739,tas1r1,23,1,21498196,21513503,protein_coding,grey,grey,NA
ENSDARG00000041361,ttk,16,-1,5210829,5243550,protein_coding,grey,grey,NA
ENSDARG00000055502,cicb,16,1,11260797,11331923,protein_coding,turquoise,turquoise,capicua transcriptional repressor b [Source:ZFIN;Acc:ZDB-GENE-030131-1966]
ENSDARG00000100549,TMEM38B,21,1,347404,370244,protein_coding,blue,grey60,transmembrane protein 38B [Source:HGNC Symbol;Acc:HGNC:25535]
ENSDARG00000076624,ptprb,4,-1,72814552,72914132,protein_coding,grey,orange,NA
ENSDARG00000020759,ef1,14,-1,40378579,40483227,protein_coding,pink,brown,E74-like factor 1 (ets domain transcription factor) [Source:ZFIN;Acc:ZDB-GENE-980526-335]
ENSDARG00000076934,wdr60,7,-1,39851901,39874080,protein_coding,turquoise,black,WD repeat domain 60 [Source:ZFIN;Acc:ZDB-GENE-140821-1]
ENSDARG00000104845,mipol1,17,-1,10169598,10342313,protein_coding,turquoise,grey,mirror-image polydactyly 1 [Source:ZFIN;Acc:ZDB-GENE-030131-41]
ENSDARG00000036482,hexim1,12,-1,15523037,15524797,protein_coding,turquoise,salmon,hexamethylene bis-acetamide inducible 1 [Source:ZFIN;Acc:ZDB-GENE-030131-4637]
ENSDARG00000074604,phc3,2,1,37441804,37467477,protein_coding,green,turquoise,polyhomeotic homolog 3 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-070912-369]
ENSDARG00000087956,she,16,1,22672336,22691334,protein_coding,grey,darkgrey,Src homology 2 domain containing E [Source:ZFIN;Acc:ZDB-GENE-090915-6]
ENSDARG00000053262,atp1b4,14,1,33117980,33129639,protein_coding,grey,purple,"ATPase, Na+/K+ transporting, beta 4 polypeptide [Source:ZFIN;Acc:ZDB-GENE-070412-1]"
ENSDARG00000010059,itpkb,20,-1,38483403,38547024,protein_coding,brown,orange,inositol-trisphosphate 3-kinase B [Source:ZFIN;Acc:ZDB-GENE-041014-166]
ENSDARG00000067976,ar,5,1,34961454,35078987,protein_coding,brown,turquoise,androgen receptor [Source:ZFIN;Acc:ZDB-GENE-060131-1]
ENSDARG00000055770,dffa,23,-1,28876466,28881939,protein_coding,green,grey,"DNA fragmentation factor, alpha polypeptide [Source:ZFIN;Acc:ZDB-GENE-040718-376]"
ENSDARG00000076566,kank3,8,-1,47769629,47834326,protein_coding,grey,magenta,KN motif and ankyrin repeat domains 3 [Source:ZFIN;Acc:ZDB-GENE-081105-185]
ENSDARG00000095627,c1qc,21,-1,22681219,22683776,protein_coding,greenyellow,grey,NA
ENSDARG00000079886,otulinb,2,1,31959137,31970284,protein_coding,green,grey,OTU deubiquitinase with linear linkage specificity b [Source:ZFIN;Acc:ZDB-GENE-070912-627]
ENSDARG00000103903,CABZ01067945.1,12,-1,39549895,39581555,protein_coding,turquoise,purple,
ENSDARG00000102334,si:ch211-124n19.2,9,-1,56542461,56596681,protein_coding,turquoise,grey60,NA
ENSDARG00000099274,atxn3,17,1,53196948,53203152,protein_coding,turquoise,grey,ataxin 3 [Source:ZFIN;Acc:ZDB-GENE-040426-983]
ENSDARG00000042872,zdhhc8a,10,1,426624,452977,protein_coding,turquoise,brown,NA
ENSDARG00000078947,sdccag8,13,1,10940807,11034256,protein_coding,blue,blue,serologically defined colon cancer antigen 8 [Source:ZFIN;Acc:ZDB-GENE-090313-318]
ENSDARG00000069048,serpinf1,21,1,40082895,40096616,protein_coding,turquoise,tan,"serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1 [Source:ZFIN;Acc:ZDB-GENE-040912-2]"
ENSDARG00000075886,vwa5b2,2,-1,45131511,45174756,protein_coding,turquoise,red,von Willebrand factor A domain containing 5B2 [Source:ZFIN;Acc:ZDB-GENE-070912-216]
ENSDARG00000075825,dlec1,24,-1,20186198,20225192,protein_coding,brown,grey,deleted in lung and esophageal cancer 1 [Source:ZFIN;Acc:ZDB-GENE-091204-65]
ENSDARG00000053386,wdr27,13,1,35402773,35484286,protein_coding,grey,grey60,WD repeat domain 27 [Source:ZFIN;Acc:ZDB-GENE-051120-93]
ENSDARG00000061417,nub1,24,1,41409619,41440059,protein_coding,blue,turquoise,negative regulator of ubiquitin-like proteins 1 [Source:ZFIN;Acc:ZDB-GENE-080212-11]
ENSDARG00000070430,chtopb,16,1,28946612,28952536,protein_coding,blue,midnightblue,chromatin target of PRMT1b [Source:ZFIN;Acc:ZDB-GENE-061013-712]
ENSDARG00000103619,si:ch73-238c9.1,11,1,7267144,7270420,protein_coding,grey,grey,si:ch73-238c9.1 [Source:ZFIN;Acc:ZDB-GENE-131121-81]
ENSDARG00000028367,sult2st3,16,-1,44324431,45035320,protein_coding,grey,blue,"sulfotransferase family 2, cytosolic sulfotransferase 3 [Source:ZFIN;Acc:ZDB-GENE-061117-4]"
